Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Biomass Availability,Energy Storage Capacity,Energy Efficiency Programs
USA,2016,Solar,14095.80121,1631.493937,2011224887,479908070,1.45587E+14,209995.5254,2023.961026,25110.91533,294379.6255,52086,79.2778287,755.5488929,1
France,2012,Biomass,22821.44471,42455.15309,642193055.3,1427701786,1.01383E+14,771035.9422,19174.4563,15336.6234,282434.9202,560918,4.35220313,785.8839183,1
USA,2023,Solar,3484.240057,3081.107123,4228084208,1433759839,8.72373E+13,910344.3488,31385.89695,42774.23348,856078.7814,754457,15.83107731,58.51382171,1
France,2008,Hydro,6306.767944,1221.196207,7780932224,278142521,1.53643E+14,846797.7186,25435.70491,27166.78148,394284.332,650224,78.44324819,490.0615908,0
Germany,2014,Geothermal,84190.77386,1922.520305,1026706762,808779901,1.34858E+14,979177.7752,13934.33136,72988.97877,209361.4729,214788,51.47909552,523.4281233,1
Brazil,2016,Geothermal,61588.05303,32825.96316,3564491233,482228657,1.76629E+14,250183.8238,75019.19698,54413.16927,254208.4217,461467,40.61500128,346.72634,1
Australia,2016,Biomass,69389.00207,48934.20331,9873145736,90690176,1.79489E+14,410579.3009,87965.10918,22023.03667,928192.2169,425355,85.36100772,583.0008993,0
USA,2008,Wind,32261.89238,14960.03956,5970163836,703476604,1.40068E+14,764317.8293,39489.4581,93252.71519,912715.1143,680686,0.004502462,6.714321049,1
Russia,2022,Biomass,81543.32282,8434.363212,1116776623,91543072,1.39583E+12,329734.869,24895.87097,89092.21899,600153.7089,59509,41.51767464,776.7882943,0
India,2023,Wind,60798.93328,8958.634361,7823407679,147699656,2.21376E+13,834767.3497,75987.70424,10769.14658,195354.6371,926104,93.55071593,345.8014577,1
France,2009,Wind,33756.5193,27328.28461,527583946.1,1036752942,1.89896E+14,706372.6085,13650.82521,34370.80407,383399.4772,512101,0.870398104,79.79824443,0
Russia,2008,Geothermal,82342.2832,46694.25941,8542200183,34191936,1.657E+14,391347.3172,95987.20515,68496.40576,283472.59,686708,78.7222986,17.14661535,1
Japan,2014,Biomass,32635.57233,10367.61368,7336100534,162443570,1.57357E+14,851940.7553,51639.96285,52996.37298,96775.32933,803341,4.319861222,820.0023881,0
Japan,2015,Hydro,66211.15079,46492.02773,807916397.5,507321556,6.54532E+13,155304.1371,92294.3858,18773.34108,153876.4338,955680,2.743714292,920.1954054,0
Brazil,2000,Hydro,52656.45718,17809.25096,2901947353,1333120369,9.50999E+12,644569.4821,56478.33818,98726.67295,526527.3581,979299,96.43838922,540.7606432,1
Canada,2015,Solar,34240.74763,47512.07559,9583127247,909841504,1.22676E+14,104198.6984,76768.56013,1057.783513,866891.8077,77351,67.1279363,148.7292601,1
Germany,2010,Geothermal,98976.51832,24090.45153,9819242826,693742615,1.71321E+14,760427.8868,94157.51139,36000.70619,515664.0286,44784,50.32001292,847.6157623,0
China,2021,Biomass,69345.62584,29761.39412,4553728125,770229147,6.59636E+13,365533.2212,8061.822574,33453.58673,71577.30474,991252,4.072664785,834.1886061,0
Japan,2006,Wind,21409.60584,4783.638744,2370132600,1452175631,1.85415E+14,705705.7465,39752.58379,4634.160034,79881.9907,629188,71.24885711,561.182027,0
France,2009,Wind,20886.55684,35655.706,1096683173,1400955614,1.26494E+14,291359.8455,87096.68607,80977.32426,902086.1842,770769,89.90721832,420.0124837,0
Canada,2005,Geothermal,35336.54093,4103.628939,5669710972,179177547,1.95876E+14,899404.7012,17063.39113,96693.05894,37642.82726,899627,93.9986471,820.4926861,1
Canada,2017,Geothermal,65095.62372,29415.89505,6870538129,529845711,3.9939E+13,809342.706,1142.180873,62485.03209,112792.7725,612466,41.79802744,987.8563514,1
Japan,2001,Wind,74578.95399,16506.15151,5249306518,41069500,3.43877E+12,735745.9987,1550.851903,8369.342742,812827.8486,807350,86.65741225,274.2000321,0
India,2005,Geothermal,30460.72199,7017.12339,3576203245,1213641347,1.7567E+14,863115.4536,5375.956582,9882.921558,13734.93842,957832,32.74667596,265.6835161,1
Australia,2005,Biomass,19940.86353,34104.22766,6494242672,1194003848,1.45128E+14,614579.4941,55997.50102,35699.30076,414335.1207,379077,57.58522154,562.466501,0
Australia,2008,Wind,69640.14128,24074.53512,3394575035,552337049,1.60986E+14,976647.7952,60575.45153,70013.77221,761562.3551,753432,4.032466083,417.3748402,0
Japan,2022,Hydro,64921.41138,4846.614051,2383288603,463154136,5.40354E+13,414466.1974,62335.88325,97457.19134,868511.8506,591256,95.63491172,737.4348692,0
Brazil,2021,Geothermal,54617.04002,17745.32087,4849633996,460944849,1.56115E+14,660662.7268,5847.084553,99508.1384,342815.0717,872480,79.18367291,729.8242271,0
Japan,2005,Solar,3481.970038,37059.43289,4841456858,437528372,1.83088E+14,29973.98412,96217.23176,86692.06608,744863.8051,702592,20.26588032,622.2263856,0
Japan,2007,Biomass,17099.68092,44875.68976,3127058515,725323957,1.16059E+14,67863.61101,12282.04925,72413.9889,765067.4882,774359,72.93371434,775.3252235,0
India,2019,Biomass,68921.24891,20056.18389,6488332904,536928026,2.44516E+13,908576.3282,38431.22625,53864.32828,397675.1391,771547,28.21816338,724.2074407,1
Brazil,2000,Solar,26661.32576,4488.650308,9686216381,1265079574,1.10734E+14,10968.35238,3482.416996,51539.61582,145101.3741,592586,65.78121038,423.1614332,0
Germany,2002,Geothermal,41939.122,27277.94291,7498994253,680226334,1.42336E+14,195155.1304,76872.13715,21208.05323,614664.8787,485460,23.0329068,576.4298392,1
USA,2014,Wind,95552.18989,5262.375079,1270603545,238574351,1.53886E+14,703392.1241,60409.14243,52439.94814,247600.3665,702378,72.71091944,917.0297819,0
Canada,2023,Wind,93394.82903,47228.02302,7037295377,386538499,1.52386E+14,760197.1125,42342.06526,29032.59757,128911.1299,942837,39.07797738,634.6782586,0
USA,2000,Wind,47525.79204,2422.644549,4864429703,734035187,4.89949E+12,474403.2861,60963.53471,27572.6631,483448.4636,509642,89.65583412,279.8083703,1
Russia,2001,Solar,89203.75263,9614.963854,7919610747,554611531,1.95726E+14,429735.099,2127.25282,68940.85135,981797.7625,458543,92.84854329,39.82234089,1
Brazil,2023,Hydro,84713.48795,32741.48408,4086542737,60566014,9.82541E+13,389038.2168,96460.19027,52805.26859,705527.3959,884792,60.31075108,256.2026396,0
France,2008,Solar,7818.127056,42475.53929,4452331955,560994497,1.23502E+14,594882.8944,19348.46045,86056.77493,243025.3466,636539,1.89114979,365.6512367,1
Germany,2019,Geothermal,83989.51212,17034.47056,9103338840,333747225,4.37794E+13,795858.5517,89651.19805,80724.93258,345761.5745,518891,96.24828722,249.7175781,1
Brazil,2014,Geothermal,13777.46309,44667.42805,6921316728,430079136,1.94328E+14,182901.763,64638.18851,88478.12723,257436.7979,236999,42.71224235,30.80108131,1
Canada,2006,Biomass,17318.0942,45224.37269,569163344.6,1421563643,1.39242E+14,128280.9402,70592.96031,58059.11285,736894.7068,369048,18.28349899,289.4111761,0
Russia,2009,Solar,36349.38719,18763.08862,4841145480,1124507805,5.54295E+13,624308.9598,56023.26652,20547.59879,558334.5953,949963,78.61476449,158.8403431,1
Germany,2009,Geothermal,42179.13822,38265.65333,6398248854,355603722,4.28369E+13,583049.2325,92564.46274,45336.83972,338850.5519,938222,0.598688322,783.8296119,0
Japan,2021,Hydro,70143.21655,35846.27256,1221313529,1372429266,1.99077E+14,787206.0706,25647.6684,22486.89891,821657.5946,932707,9.446077196,662.3118997,1
USA,2021,Biomass,58609.67885,32735.67143,5746494112,537656520,5.27132E+13,904966.03,74960.80419,96676.68976,704137.6665,532357,87.68552507,809.8763313,0
France,2006,Solar,65454.60659,42150.80579,5464811226,576463742,1.66302E+12,509017.8299,91872.16991,20332.72867,992651.1711,585524,27.17736944,828.8053202,1
Australia,2011,Solar,48036.83591,15969.16425,4134075103,869005263,1.74794E+14,174972.7733,22288.87235,6716.309304,96100.28183,205777,53.76926669,87.65581022,1
Brazil,2020,Wind,9687.803601,45608.48647,7041811960,1034084899,1.9335E+14,483598.0146,66035.09145,7681.739029,988003.6595,107702,63.44833637,943.1150897,1
Brazil,2012,Wind,4582.415783,5085.715403,291987332.5,856798325,3.84331E+13,979897.0298,70315.15122,21726.51033,887323.5295,107847,73.37985022,73.4778894,0
France,2001,Solar,71069.8937,23326.49009,6762583597,1472389794,3.16456E+13,337378.7287,57072.9778,20919.72844,668370.3889,21663,3.578880051,453.5260763,0
Germany,2017,Biomass,74040.5215,792.5175965,1142778726,599068135,9.26281E+13,496437.0469,9425.85461,12666.46622,213895.252,45199,24.39021886,909.7136276,0
China,2007,Geothermal,35970.99305,40474.73265,63107263.36,1083619783,9.30907E+13,722085.7503,80297.5511,63856.31011,663564.0174,634754,72.53506646,19.21710271,1
USA,2013,Hydro,89395.37621,9386.071658,8341938478,3442120,1.75647E+14,268091.1379,77512.38529,6554.133897,893139.6439,237977,65.03136575,418.4847411,1
Russia,2022,Biomass,50331.10877,5045.715921,2674692529,1220112572,1.11084E+14,835974.8486,36879.49208,7618.615789,885430.8134,230101,38.282977,264.1919293,1
USA,2001,Solar,32006.46149,23385.15597,1317461487,692678394,5.63153E+13,151630.7871,27684.67578,4335.356223,20230.85034,936397,50.32683377,631.7414815,0
USA,2009,Geothermal,43567.868,21047.57763,5022481214,1006010223,6.77059E+13,870756.1982,9063.215647,49898.95506,170263.0834,277505,7.925509005,160.708386,1
Russia,2021,Biomass,83188.58966,33326.05192,9907034275,1174389276,1.00225E+14,46731.4289,66722.88855,62359.66116,12310.09542,118122,66.70976007,217.396073,1
Japan,2015,Geothermal,27682.76457,5631.755486,887829236.2,880003581,7.10606E+13,273102.0305,61559.43816,97046.89351,531485.2219,736173,89.65289395,909.3599081,1
Brazil,2013,Wind,32109.74826,18705.43606,6316313424,1341276265,1.66927E+14,256900.915,4534.603586,29760.62406,445459.6692,117852,1.206149846,996.4891898,0
Russia,2003,Solar,91773.04895,29863.49365,6295815360,954234602,7.17617E+13,269742.4203,50683.3381,78516.27246,181108.0358,58878,30.81659554,795.0031661,1
France,2007,Geothermal,75841.21247,47729.73828,9449947416,601738712,1.61309E+14,704887.2801,81419.74084,47119.9623,497888.4936,229840,20.81819707,64.23093383,0
France,2003,Biomass,34286.12631,1121.249881,7310745859,1034007754,1.85087E+14,897040.5207,93260.29978,87074.67157,954835.3055,700992,32.86243614,474.6941441,1
India,2015,Hydro,17112.77902,27122.03936,6006024245,1402662732,1.8324E+13,136294.5147,78568.39565,73142.84367,161799.989,729786,98.5647387,160.8498711,0
India,2011,Wind,3495.393647,29614.57043,9160001621,1101216042,9.00108E+13,422081.5417,55956.48119,72096.85205,243575.9131,355143,74.63135637,511.723518,0
Japan,2003,Wind,59115.99767,27979.9922,4582974096,667329824,1.39242E+14,265533.3495,81836.016,94589.54589,147981.5051,518956,78.42235539,954.7693736,0
USA,2008,Geothermal,19698.60806,41954.54978,4571633357,478264924,1.01195E+14,464362.3763,56140.13548,22360.71952,923764.3775,254758,46.69500406,995.965036,1
Canada,2014,Hydro,55890.54087,19202.63421,5152100408,1039534634,1.62881E+14,774717.5059,20849.69724,94906.61658,760295.3745,229980,61.6195748,440.7615061,1
France,2022,Biomass,4829.843872,38358.50108,4071850501,674298104,7.02973E+12,348845.3949,40285.09161,59845.85266,229150.4272,671380,66.971418,218.9997485,0
Brazil,2005,Biomass,47113.78241,36048.46699,6788030204,295493576,9.66172E+13,396870.9543,59111.67959,73544.16516,326223.6536,707762,15.65832177,481.6680178,0
Canada,2001,Biomass,3752.61273,32918.72079,6660268544,846134009,1.54988E+14,831457.0989,4517.417747,90794.76771,420252.4967,760656,82.92528847,350.2263133,1
Brazil,2003,Hydro,11294.80209,14928.68397,256327184.2,1025652758,1.05346E+14,168445.6486,71894.52041,36914.64618,503157.4768,277811,33.74750609,96.51636063,0
India,2006,Biomass,17779.41775,24774.79504,5016744841,1175968208,3.36321E+13,625930.4174,86382.03474,68286.0273,321020.4694,479545,64.95208943,730.6838867,1
France,2004,Geothermal,94969.59856,14742.06128,7864948396,1452385201,9.84657E+13,399368.4928,5757.431309,29383.42922,128030.4446,322276,93.07273831,370.7918784,1
France,2002,Solar,77372.3655,46303.17551,8404448192,1091695924,1.84534E+14,88064.62613,69665.88887,87144.53227,47936.98421,77299,83.25138575,533.9969645,0
Brazil,2019,Hydro,76528.58115,10670.04272,9666198522,1268716255,1.71506E+14,521615.0552,25615.50063,57982.78422,885174.086,193814,1.241003476,916.5379863,0
USA,2010,Hydro,8160.23787,46360.02716,4536574763,745709655,1.70552E+14,564307.5145,27783.27137,65130.90464,592353.0235,807154,85.02757979,379.3240495,1
Australia,2011,Geothermal,76030.2348,24050.62629,1138482229,536026900,1.14422E+14,77788.92568,15116.8693,10563.45329,80311.39812,426913,25.17491443,821.7061408,0
China,2000,Hydro,51412.70649,27649.52526,3345972856,93776633,3.13204E+13,58953.08023,16858.02857,14770.42503,629541.0944,191740,60.33806281,738.9466015,1
Russia,2006,Geothermal,40686.34787,43871.22301,4921815011,1169506122,1.80982E+14,457755.6389,82178.46171,61917.79999,23428.16648,710200,34.87601735,571.7347881,0
India,2007,Biomass,18370.44827,28079.46172,2999625283,1346921319,1.85121E+14,221104.0706,68006.99241,12113.20075,899205.0378,15728,9.627453478,87.41176387,1
Australia,2011,Wind,39191.51602,19564.93836,7739032784,98449202,1.80434E+13,598310.9054,85286.70582,54995.97982,374535.7173,636166,33.58204928,828.7329428,0
India,2013,Biomass,81951.10925,48908.85832,3174166500,372919918,9.62815E+13,480102.6347,31005.84296,31722.45414,177661.8646,242835,31.16605249,34.41051089,0
Russia,2002,Wind,86579.82052,17804.08028,9946323795,829472074,1.66577E+14,335356.8652,76256.47497,46311.85996,84461.20283,842047,24.40870424,490.3286963,0
China,2016,Biomass,98421.07477,2356.529193,399990177.3,1186905100,3.26124E+13,311473.4319,14989.82587,89005.3463,54442.31709,966133,85.21981559,407.8523785,1
USA,2014,Hydro,11979.98561,38199.20711,3346930991,639207006,1.06615E+14,41653.48799,50586.35586,25094.37337,910277.2825,102626,58.56024843,962.9719841,0
Brazil,2009,Wind,40115.98122,47489.50948,5318695751,249041018,7.42411E+13,136797.7573,29914.87295,89782.62069,487181.0827,544673,0.511596068,108.8139434,1
Russia,2020,Solar,86587.47985,24588.89886,2891954160,1220553297,1.37592E+14,907127.2059,58584.17854,70614.87948,409680.0808,965246,57.09102966,520.9012724,1
Australia,2000,Hydro,92721.85586,26342.64803,6926365390,461516736,1.96744E+14,149481.9801,80216.13832,52288.92535,13354.84608,697049,48.53765886,482.9298934,1
China,2010,Geothermal,46436.31726,20687.74774,7617507042,509381531,1.80151E+14,129979.2946,51275.58009,28711.60681,759457.6328,968265,3.49850537,365.6690512,1
Australia,2006,Solar,75874.1856,23122.04639,1898463817,127009393,7.72148E+13,24406.88924,96005.94132,40816.87986,684154.2316,450046,89.44073142,550.7526385,0
Canada,2020,Geothermal,69510.40238,863.4456021,4861175259,147170074,9.85721E+13,526334.2664,40134.98579,59475.91795,706885.056,209519,20.01178514,411.0837896,1
Australia,2019,Biomass,37528.66003,47903.96998,8092527773,941942806,1.20144E+14,370292.7616,56884.60304,15751.80829,862599.4311,974095,65.0729487,537.2306359,1
Russia,2014,Hydro,9161.181646,46179.99463,3346685126,1336909181,6.22401E+13,534222.8912,63761.19348,7025.550513,314281.2534,184301,91.02612976,603.0715408,0
Germany,2020,Wind,42276.34136,15028.86563,7093216084,1371677160,8.92139E+13,63154.06936,55390.86629,83745.30903,656846.4757,888702,7.880507659,699.6539814,1
France,2010,Geothermal,32326.92228,6862.150445,2570741647,1304214217,7.65111E+13,752931.0769,25638.00523,19449.644,946307.4392,781881,18.60002919,747.966264,1
USA,2011,Wind,83883.44244,37328.62176,1295850977,911074361,1.3093E+14,61662.66871,66847.61157,80352.64061,402619.8954,114284,75.85479929,627.5842211,0
Canada,2008,Wind,24304.36845,32536.5977,7788675728,1215284876,5.71416E+13,908878.895,49955.64633,59222.9118,933522.9473,402251,37.85875139,625.9145931,1
France,2014,Biomass,73627.47526,18307.46304,1717783054,741203987,1.79334E+14,240319.442,86194.36974,75963.46912,725561.8087,797570,27.81873083,350.0251755,1
Germany,2022,Solar,10610.22994,47356.36291,6499524707,991787552,1.25323E+14,409401.3122,1899.565967,45735.28869,848011.8922,405547,78.88153301,134.150235,0
India,2022,Geothermal,22734.54881,46482.23836,6072890322,910792451,1.21465E+14,117311.9026,38724.31898,90527.43776,898013.4895,289164,55.61588888,663.110726,1
China,2003,Hydro,48279.11029,15524.42234,784647183.9,372194494,1.8877E+14,449943.6576,35986.75233,97972.00158,440348.9459,4674,28.29229952,899.7995901,0
Australia,2013,Solar,15084.27244,43860.42754,8315987414,228886111,6.57352E+13,719563.1884,77917.55848,87997.57608,361698.9674,514968,54.84466873,101.9061206,1
Japan,2008,Hydro,35585.47437,14669.18079,8582221139,905280207,1.75518E+14,529052.7246,92393.70925,70536.66131,205259.2229,767077,63.77106567,990.5439262,0
China,2001,Biomass,17689.5062,35379.2692,2068398732,369537329,1.24408E+14,605736.1461,83795.89628,5842.94371,674217.5447,821661,61.63377721,549.5701704,1
Australia,2003,Biomass,94087.92489,39419.28891,1885040361,1151424366,9.27752E+13,104868.3752,6906.150974,95689.44466,130822.5874,767227,63.78076092,593.1610499,0
Australia,2005,Geothermal,25262.74414,35627.94539,1050465847,427686393,1.87414E+14,143117.0454,65649.94433,95845.33347,997991.7819,437767,62.19499082,354.5194694,0
Germany,2016,Biomass,94741.12613,30970.15159,3001489488,760775365,1.07794E+14,787537.0613,88941.60898,54478.16629,725017.5178,886542,22.90137349,333.7036741,0
Germany,2015,Hydro,82340.91205,4190.828203,2463755355,1270686729,1.94633E+14,711273.4747,87216.45611,20276.1,282108.7461,901143,26.75219305,195.630831,1
Canada,2010,Geothermal,26142.8293,9989.633782,8062767450,1039599381,1.19683E+14,559197.6917,96625.05344,18610.14366,301162.6256,689823,37.03829733,976.0836091,1
Canada,2001,Geothermal,5567.897403,22212.56507,3902342296,811434934,4.62497E+13,603803.2691,11321.69011,64495.88471,684411.4958,890445,33.73575371,342.8004123,0
Australia,2004,Wind,61537.81803,16535.23848,6693958810,879746109,1.93798E+14,899356.2258,23133.5353,59864.57807,123374.7975,49809,55.61531914,674.3314631,1
USA,2003,Geothermal,98598.40055,5049.363564,6892893392,1099247637,1.17337E+14,106369.3516,41870.40653,85701.2668,527446.927,872982,34.23102672,6.986457729,0
USA,2022,Biomass,27670.82386,4605.335288,4222246273,679284984,1.41106E+14,212300.6495,2500.364114,61563.06558,934923.3901,338323,25.22801857,291.8449149,1
Russia,2009,Hydro,61162.11143,26257.41653,9122479304,427905546,7.97528E+13,553061.561,91188.03602,68157.98463,981592.7738,476523,60.5851109,284.6585709,0
USA,2019,Geothermal,13465.902,4284.586117,4123238093,804791361,2.82512E+13,714399.1774,98012.26174,40215.4805,871779.4317,554331,31.90190206,873.3492133,1
Japan,2008,Wind,22093.43592,12502.84129,5996967998,1144007999,8.05767E+13,104995.9084,51803.8309,79645.0986,560744.2691,91108,97.40428129,900.8566297,1
Japan,2006,Geothermal,13497.67365,11577.80928,6208706662,972826303,6.7442E+13,144228.7371,95653.09735,65977.37235,150701.4919,110301,49.33972571,111.0886446,0
Japan,2004,Hydro,86435.99214,39012.16754,1517097985,1046124239,8.36301E+13,699797.621,53548.24291,9007.589375,102156.0915,79053,83.47935634,275.7478752,1
China,2004,Wind,88192.59205,7755.352549,4179178416,572427351,1.08989E+14,677508.7817,10057.07662,49292.89618,149583.8534,768511,24.47644331,781.8238369,1
India,2007,Biomass,43111.12188,1527.913216,5206906252,367463313,9.5881E+12,143367.6297,31458.38996,73576.49551,225562.3932,488948,31.63000607,660.4171882,1
France,2002,Solar,56107.54212,20348.51327,3082788707,856966465,2.94684E+13,893955.4564,35704.67394,5847.165758,403253.2968,113067,33.13728168,372.5167975,1
India,2004,Hydro,46268.73885,15281.57786,4726737561,612509540,1.53937E+14,299048.3808,31402.37296,33556.15564,32904.77007,742302,16.13702321,51.38805845,1
Germany,2012,Hydro,86816.22112,18304.79317,4973143928,1100502004,1.16062E+14,643333.922,69377.79364,21973.05219,932691.3378,831498,31.11010847,258.4763497,1
France,2012,Solar,58374.80788,328.0859242,3919368982,1308569178,8.72478E+13,946755.1752,79217.15336,47811.52409,853831.7657,789403,93.97594085,947.6767132,0
India,2012,Solar,35522.90186,2417.015904,6668781786,1047295814,5.12383E+13,520214.8055,21385.19973,88702.06282,827824.9963,510112,90.74734581,458.5872219,0
China,2012,Solar,76681.41071,36002.97573,672855638.7,378791975,8.6157E+13,548361.1819,53934.97376,5142.988985,430419.625,528640,45.49375726,630.6824465,0
Russia,2007,Hydro,27404.54282,47639.43739,4848097907,1226658739,5.86332E+13,426717.0831,86514.05823,68227.66856,983404.3357,750657,68.63704615,491.8622815,0
Brazil,2020,Biomass,27701.47099,19557.6779,4656705094,1170392621,8.40534E+12,285088.2265,65971.94645,97406.33603,288363.1854,296307,18.24799436,883.5583134,0
France,2005,Geothermal,65242.20502,49822.82185,3837394064,934981123,1.26897E+14,388519.8894,24264.85502,75392.32168,128770.0124,151938,57.34333757,921.4700363,0
Canada,2007,Solar,36822.16434,49699.10819,2038973665,432297444,5.51123E+13,681291.5467,74337.28342,31768.92593,756467.5853,257477,7.160657578,723.8796218,1
Germany,2007,Geothermal,25179.26696,41604.01323,6483218309,46688736,9.68714E+13,914976.4473,77999.32502,18795.2011,422194.2408,310748,90.78243629,22.57944233,0
USA,2005,Wind,86522.73998,32926.25636,6659035592,148612209,1.28578E+14,391271.6546,14448.44419,78520.70956,401170.4618,721210,9.410087516,74.13229812,1
Australia,2009,Biomass,3832.760612,26131.87082,4499298659,605390867,1.58937E+13,363620.143,31138.30185,20881.72838,193308.2263,155438,62.83743658,825.5321619,0
Germany,2000,Hydro,69585.34281,19633.13717,2280666676,1239721534,1.49629E+14,895779.1818,43741.11309,89743.10125,286845.5779,282525,82.22763604,117.2253128,0
Brazil,2018,Hydro,39347.6028,17632.01509,1944519747,1077771838,9.65677E+13,803678.8952,39491.24456,14808.33958,871999.231,394802,81.57193279,829.771769,0
France,2019,Geothermal,87742.78651,27072.70924,7138460896,439874516,1.55307E+14,425491.7846,42415.64295,85106.87886,381850.0021,412317,85.85088332,356.8231731,0
Germany,2007,Wind,39591.65996,48658.53056,3201391507,652212112,1.23221E+14,190266.4346,42527.62023,62598.43349,970463.5608,369501,97.77103402,853.5949852,0
Japan,2016,Hydro,7019.996734,10139.45521,3897981380,1235027660,7.04541E+13,593204.4408,86427.32816,21344.19433,454064.6646,661264,87.32007444,98.76462245,0
USA,2009,Wind,70891.51598,28542.35793,8150261377,309379503,1.79782E+14,15694.7004,55013.32583,52625.3213,371678.6875,825270,12.63246333,751.7620861,0
India,2004,Hydro,70744.21223,20835.7227,4812403511,917756194,1.05999E+14,343318.1748,62107.23638,80233.24298,114657.4324,229693,17.70079559,688.941324,0
USA,2006,Biomass,1893.957534,44569.61109,5101574064,322688257,7.07158E+13,507526.8751,3592.80396,18627.15362,597081.2189,812763,5.709875017,378.1730351,1
India,2014,Hydro,78938.88082,2765.20172,578249860.2,39364986,9.70351E+13,444767.8655,91792.87495,97814.20801,931976.3355,457921,8.475075066,512.7091355,0
Japan,2012,Wind,64648.18388,13690.56606,5489301770,1145215027,7.50383E+13,777786.1055,71067.10726,95258.87843,526404.372,264050,93.97518698,353.6034069,1
Canada,2017,Biomass,80365.9035,5265.477177,2474851154,414864856,7.51114E+13,874323.8323,11781.2036,83234.35096,170699.4422,418002,4.074711813,592.101958,0
Canada,2004,Wind,43857.64614,36478.99545,1324296797,1082776033,9.52882E+13,490480.5278,94891.849,59291.68484,170889.0811,721335,52.61188533,130.6409524,1
Australia,2012,Geothermal,43673.62848,29774.70393,567720863.5,693484819,7.05661E+13,956157.5232,4356.079557,85286.04409,883473.3048,650021,90.46349159,996.5300853,0
Russia,2014,Hydro,22811.17783,20305.51943,3986907476,83804195,1.58355E+14,743612.8678,4796.837141,42868.67004,330088.5523,764112,49.94519029,482.7827968,0
China,2014,Hydro,74247.52139,41122.89072,8092254632,681884802,8.92039E+13,19036.03288,10820.23683,99140.95167,437942.1025,232944,24.66778216,679.6955933,0
Australia,2000,Biomass,43636.8811,19296.86617,6554377221,509980667,1.77786E+14,358831.3829,52662.06417,18717.15277,957141.0566,393848,4.779735639,155.0176455,1
Brazil,2018,Hydro,67516.67593,6348.196114,3284621454,93243807,9.44185E+13,641715.2496,59458.44309,47343.94039,631303.6459,477543,98.34023382,582.2462228,1
France,2011,Biomass,78962.16902,14834.70911,9209311894,101518698,1.05634E+14,163863.6087,51729.40188,69486.46901,226202.1156,254695,30.41029029,968.2896281,0
France,2001,Wind,78295.97277,38017.49828,3833318641,64796036,1.95036E+13,689794.7863,36361.57256,43160.87001,172335.2177,33859,7.455466466,240.6537728,1
Australia,2007,Geothermal,53801.69373,6784.631276,7017346211,967681269,7.37626E+13,275702.4139,28205.66206,55175.98175,586081.3887,849692,26.15712053,793.6039611,0
Japan,2022,Hydro,42019.73044,47672.61212,4717472781,88083841,1.92999E+14,857007.6446,64622.83083,75673.93862,290969.0868,920536,43.99201586,853.2917207,1
Germany,2007,Wind,66119.73911,3211.206959,2448703305,1321792139,5.58167E+13,727400.618,7319.564598,86389.62076,893044.7302,937317,16.04420221,19.99103999,0
Germany,2010,Geothermal,51264.6478,38326.08858,6191330910,364099635,1.93574E+14,786438.3838,93027.6949,11762.02915,674648.0674,492370,55.9456492,686.376437,1
Australia,2015,Biomass,75734.9203,18252.53976,2285038122,820359060,1.6568E+13,990849.3623,22475.67076,48561.9571,984861.0834,911579,49.85209305,761.7034139,1
Australia,2003,Wind,99506.48639,2961.81379,7121396027,82798738,4.22351E+13,891022.438,85960.5006,13173.28629,448199.3295,341759,42.6050208,805.6338053,1
Australia,2002,Geothermal,94113.03815,9520.757065,4950263479,799179928,4.42331E+13,454928.5904,22645.76301,25062.65814,14967.56071,77740,4.888759125,281.7440756,1
Canada,2010,Biomass,19597.52173,29727.68903,8979449296,201188189,1.67077E+14,751063.177,80568.68788,84928.4837,409619.9869,598646,35.00846952,673.815565,0
Russia,2008,Biomass,41095.64624,5180.912015,2601243523,207623886,3.54171E+13,564420.6198,23479.45056,99649.41015,968029.7978,429280,8.296599608,826.7721181,0
Germany,2005,Biomass,14913.37839,11638.29569,2678474171,1315620482,1.91388E+14,771345.8781,41589.24389,91954.49102,145362.4226,67777,5.132468865,828.6990539,0
Russia,2002,Biomass,74049.49855,32851.11765,1276475120,1386403364,5.96223E+13,379508.7931,21433.08731,39786.16049,999390.4961,832742,82.3187536,394.2408624,0
USA,2003,Wind,83722.70517,14385.39548,1281567724,75554998,1.0623E+14,418352.2555,11796.24585,77010.82279,340361.1117,828144,4.678477796,679.9857246,0
Japan,2002,Wind,6133.625295,31510.74084,6733105421,1070973512,6.67904E+13,818147.0531,63073.15059,66154.99237,335776.9761,390440,83.07859692,101.7264419,1
Japan,2019,Geothermal,1543.596814,36025.84634,8547974796,526204200,1.82557E+14,92736.07296,15470.77872,30897.31792,528216.8173,969458,72.77254209,144.7618353,1
Russia,2021,Solar,24715.47012,30762.21215,601953662.4,1268595243,3.90802E+13,405413.5233,10486.72572,76857.3483,308828.8878,345881,94.60846614,860.9510755,0
Japan,2011,Wind,20416.84288,20472.13186,8839381982,462830408,9.68199E+13,433917.1082,22551.07598,89258.08675,16652.55315,87707,61.11581262,920.1336522,1
Japan,2002,Geothermal,14328.85441,4426.443089,6321601223,1116929406,5.87506E+12,209425.6118,69872.89986,8029.961085,613938.2831,312009,78.14402461,475.6670747,0
